45.366835,10.861195,15.024818,73.225201,108.147428,75.599243,109.03485,74.805997,145.015223,105.331681,84.168109,109.949691,79.870481,107.034776,59.895459,0.000000
46.616546,11.859493,17.16944,61.469139,122.91041,71.936331,87.43863,97.438361,143.040087,87.499904,102.894932,106.605518,58.498177,130.392895,53.658007,0.000000
41.462166,17.387932,13.123953,36.580069,135.243522,131.081904,41.738772,138.717864,160.935715,46.591942,143.187364,120.637289,40.46925,156.22538,54.107743,0.000000
42.560022,17.181506,12.8467,37.496594,134.174445,126.818613,45.430025,135.511577,157.756212,50.277895,140.096759,114.438288,42.337383,155.667841,53.106222,0.000000
41.667711,12.85863,9.015199,26.998309,145.864447,70.754781,38.662169,139.551033,115.704211,51.56032,134.390865,105.608744,45.088291,143.985072,62.266831,0.000000
42.385364,12.818143,9.38831,27.078544,145.201793,68.320206,38.663732,139.208055,115.063634,50.925781,135.116651,103.790446,43.333089,146.284932,58.043304,0.000000
42.920388,17.984208,15.063038,33.029186,144.515079,16.709118,41.620906,141.286866,128.683591,48.990269,142.208539,87.400031,33.583002,160.469185,47.825751,0.000000
41.894527,17.549486,15.604115,33.27167,143.560801,24.138941,42.028626,140.949542,129.424352,49.446982,141.754387,87.034752,32.406119,161.84759,46.357606,0.000000
40.601956,15.153009,15.562127,33.173799,144.335823,26.534174,41.90597,141.24184,134.207553,46.225839,145.255579,89.767745,30.98788,164.968249,45.077906,0.000000
41.661267,15.750189,15.818569,33.018917,143.829239,38.431548,41.745208,141.012163,140.41968,46.225417,145.005297,92.244627,32.597336,162.68981,46.774241,0.000000


29.331073,13.454637,16.805824,12.222251,7.540805,3.28798,5.143945,5.741477,1.181458,9.107963,0.599021,2.191369,17.672714,4.625191,2.886513,1.000000
20.207404,19.9738,41.224113,15.504623,1.061239,2.886221,3.842852,1.329186,0.390042,12.24013,2.850042,1.451273,26.563322,2.770319,3.40016,1.000000
20.759235,19.760432,38.904005,15.953608,0.78206,3.207049,4.095009,1.256985,0.687403,12.234639,2.704957,1.304404,26.622798,3.095425,3.109605,1.000000
41.058765,12.539282,3.617053,11.694185,5.299443,3.429774,5.477519,4.532142,1.840746,7.456511,3.680279,1.62298,13.348289,4.651039,3.337025,1.000000
27.764912,15.936921,1.451928,9.989273,2.795707,2.845226,3.069575,2.791681,3.033793,14.132847,3.229204,3.447001,26.6099,5.043638,3.003153,1.000000
28.629033,16.112478,3.602133,9.612002,3.887904,3.087572,3.304859,3.346941,3.27323,14.629922,3.282532,3.218942,26.120066,4.888848,2.805909,1.000000

40.649011,11.350844,41.63044,24.909707,46.907911,97.765502,19.320665,99.984514,52.618142,10.590329,129.213089,40.15977,14.876122,90.56184,78.488078,2.000000
41.409744,11.828128,39.778697,25.497741,46.393824,99.605807,19.855503,105.03472,49.83931,11.326824,140.837696,30.966418,15.119604,108.503978,62.560021,2.000000
23.061882,18.198172,31.61277,21.820317,149.420702,19.673099,9.478346,153.968573,10.634767,6.09004,142.406262,12.049807,24.298783,120.056266,22.969833,2.000000
23.299337,17.777547,31.596261,21.817139,148.817222,19.703178,9.743477,153.147147,10.967312,5.900968,141.098337,13.023185,23.704137,117.945366,23.624898,2.000000
23.711897,17.680198,30.5536,21.699134,147.278472,19.698964,9.599382,151.7509,10.877968,6.042911,139.874505,13.46712,23.705184,116.3675,24.708488,2.000000
23.94711,18.475831,29.518001,19.143857,108.575979,44.388527,6.062563,142.277102,8.666309,10.246411,133.654964,11.015961,25.905944,112.572375,29.510398,2.000000
23.670304,17.781349,30.088981,18.092895,91.818545,57.72279,5.725031,138.149584,11.385371,10.560087,130.856048,13.725481,25.978404,108.25351,32.307536,2.000000
24.498009,17.348352,28.376349,18.294377,92.918858,56.423279,5.505213,139.20247,10.752462,10.686716,131.723135,13.004651,25.891194,109.326291,31.692983,2.000000
45.935756,11.833754,24.38785,21.829928,69.798314,82.783019,14.916631,118.826514,37.54252,12.472556,114.791921,48.847256,17.778757,97.015252,66.010842,2.000000
46.952461,11.625348,25.316177,22.633114,72.998562,80.591682,15.925751,118.657782,38.165979,13.114081,113.567472,49.546158,17.558236,92.7877,68.713058,2.000000
44.183553,15.291828,9.134611,23.919815,80.533238,74.608866,17.574393,99.059706,65.430365,10.56075,95.053555,72.295783,7.178132,75.555956,82.541524,2.000000
22.728811,25.082758,80.127641,17.414781,9.459822,14.896236,3.351363,14.120452,36.028935,9.856485,23.89792,59.231058,20.288305,30.468095,48.385824,2.000000
39.865938,15.88252,31.672059,25.929577,105.959318,43.766738,16.911482,136.558157,23.405134,4.422883,147.93199,22.612237,9.462821,124.533692,40.933018,2.000000
40.442378,16.47434,30.318344,26.244601,105.936212,43.490309,17.136002,135.333857,24.173773,4.81777,146.610575,22.838117,9.094917,121.952759,41.409862,2.000000
39.456213,16.027636,31.451007,25.514888,108.334148,41.833559,16.64669,136.39867,24.16634,4.148257,147.558568,23.026337,9.762745,123.274906,41.192767,2.000000
19.448632,32.663752,44.923793,6.758534,142.009858,32.509844,8.093751,130.455624,36.861195,18.056912,117.026694,43.046971,29.24436,100.650565,46.193325,2.000000
19.093307,33.611364,42.244767,7.67757,141.871472,32.81391,7.636032,130.457897,36.849576,17.350761,117.78817,42.731926,29.077711,100.616909,46.395338,2.000000
21.335161,20.940983,31.073363,27.801949,140.687473,13.370138,21.241339,147.324246,15.14633,16.038072,155.227299,16.232248,17.864573,148.353161,16.73414,2.000000
18.023733,24.759988,27.332618,25.773547,134.831154,16.506575,20.015384,141.706506,18.340771,18.403553,147.09486,19.493373,28.746266,135.56089,22.781247,2.000000
20.9341,21.123728,32.878208,22.495498,29.60537,76.376106,13.772478,32.059792,94.073119,12.323266,24.539609,95.777901,19.205344,15.747818,47.756909,2.000000
19.592764,20.829695,33.666613,21.463244,28.866022,60.776936,13.021162,32.014997,88.012915,12.066194,24.124898,92.569148,19.167645,14.052925,47.244359,2.000000
22.813365,21.249419,32.104332,21.985625,37.816429,130.216146,7.609098,67.462449,98.571156,10.27518,76.602451,80.148417,24.566505,54.896157,79.976723,2.000000
22.394836,22.195937,31.553348,22.605853,42.85182,121.54652,7.638504,75.467759,87.981088,11.300023,76.902649,75.635546,25.972347,54.158615,74.316327,2.000000
29.186013,48.743563,31.312389,18.427182,107.588477,33.778139,7.898077,120.700854,28.563678,3.300413,121.914807,35.860426,16.697304,86.642094,70.613457,2.000000
28.895054,49.314796,32.264117,19.027294,109.206914,32.735418,8.783543,121.694566,27.996645,3.141222,122.58405,35.592147,16.632041,92.305018,65.983238,2.000000
28.711188,30.932526,25.329193,16.076996,147.125371,28.756758,6.117993,158.874729,17.761307,14.185498,146.160024,16.053275,26.599082,110.248633,31.235104,2.000000
29.686878,30.892365,26.190333,15.014694,146.239446,28.462963,6.188941,157.933208,16.363263,14.945282,144.119944,17.650984,27.128468,106.920899,34.231797,2.000000

24.650981,33.727996,30.377167,10.967406,1.648767,4.584388,62.526566,98.417522,13.676184,73.78124,100.691891,16.501244,59.353795,120.181397,16.442127,3.000000
32.50687,33.763969,49.402225,10.182512,1.310854,1.832834,53.980782,124.905968,9.394517,107.944451,58.906243,12.877506,89.809171,70.135424,7.275616,3.000000
33.947833,32.039196,51.107023,10.342132,1.774663,1.891269,67.36617,110.709619,11.050576,112.48113,52.62397,14.866254,91.203915,63.471005,8.239115,3.000000
